,HasName,OutcomeType,IsCat,IsFemale,AgeuponOutcome,IsIntact
18561,0,Transfer,1,1,0.2,1
18562,0,Transfer,0,1,0.4,1
18563,1,Transfer,0,0,2.0,1
18564,0,Transfer,1,1,0.1,1
18565,0,Euthanasia,1,1,0.5,1
18566,1,Return_to_owner,0,0,1.0,1
18567,1,Return_to_owner,0,0,2.0,0
18568,1,Adoption,1,1,0.2,0
18569,1,Return_to_owner,0,0,1.0,0
18570,1,Adoption,0,0,0.7,0
18571,1,Return_to_owner,0,0,8.0,0
18572,1,Return_to_owner,0,1,0.8,1
18573,1,Transfer,0,0,2.0,0
18574,0,Return_to_owner,0,0,2.0,0
18575,0,Euthanasia,1,0,5.0,0
18576,0,Transfer,0,0,0.2,1
18577,1,Adoption,1,0,0.2,0
18578,1,Adoption,0,0,4.0,0
18579,0,Transfer,1,0,0.1,1
18580,1,Adoption,1,1,0.1,1
18581,1,Return_to_owner,0,1,4.0,1
18582,1,Return_to_owner,0,1,1.0,0
18583,0,Transfer,1,-1,0.0,-1
18584,1,Adoption,1,0,0.2,0
18585,1,Transfer,0,0,2.0,0
18586,1,Adoption,0,1,3.0,0
18587,1,Transfer,0,0,1.0,0
18588,1,Return_to_owner,0,0,1.0,0
18589,1,Return_to_owner,0,1,3.0,0
18590,1,Adoption,1,0,0.3,0
18591,1,Adoption,0,0,0.1,0
18592,1,Adoption,1,0,0.2,0
18593,1,Adoption,0,1,0.8,0
18594,1,Transfer,1,1,2.0,0
18595,1,Adoption,1,0,0.2,0
18596,1,Return_to_owner,0,0,0.7,0
18597,1,Adoption,0,1,10.0,0
18598,1,Transfer,0,1,2.0,1
18599,0,Transfer,0,1,0.7,0
18600,1,Transfer,0,1,3.0,0
18601,1,Adoption,0,1,2.0,0
18602,1,Return_to_owner,0,0,1.0,0
18603,1,Adoption,1,0,4.0,0
18604,1,Return_to_owner,0,0,3.0,0
18605,1,Return_to_owner,0,1,2.0,0
18606,0,Transfer,0,0,0.2,1
18607,0,Euthanasia,1,0,0.1,1
18608,1,Transfer,0,0,0.8,0
18609,0,Transfer,0,1,0.1,0
18610,1,Transfer,1,1,0.2,1
18611,0,Euthanasia,1,1,0.1,1
18612,1,Adoption,0,1,1.0,0
18613,1,Adoption,1,1,0.2,0
18614,1,Adoption,0,0,2.0,0
18615,1,Transfer,0,0,0.4,0
18616,1,Transfer,1,1,3.0,1
18617,1,Return_to_owner,0,0,1.0,0
18618,1,Adoption,0,1,1.0,0
18619,1,Return_to_owner,1,0,2.0,1
18620,0,Transfer,1,0,0.1,1
18621,1,Transfer,1,1,1.0,0
18622,0,Adoption,1,0,0.1,0
18623,1,Return_to_owner,0,0,12.0,0
18624,1,Transfer,0,0,3.0,0
18625,1,Transfer,0,0,0.8,0
18626,1,Adoption,1,1,11.0,0
18627,1,Return_to_owner,0,0,4.0,0
18628,1,Adoption,1,1,0.2,0
18629,1,Adoption,1,1,4.0,0
18630,1,Adoption,0,0,0.2,0
18631,1,Transfer,1,0,0.2,1
18632,0,Adoption,1,0,0.2,0
18633,1,Return_to_owner,0,0,2.0,0
18634,0,Transfer,1,0,0.1,1
18635,0,Adoption,0,1,0.5,0
18636,1,Transfer,1,1,5.0,0
18637,1,Adoption,1,0,0.1,1
18638,0,Transfer,1,-1,0.1,-1
18639,1,Adoption,0,1,1.0,0
18640,1,Adoption,0,0,2.0,0
18641,1,Euthanasia,0,0,10.0,0
18642,1,Adoption,1,1,6.0,0
18643,1,Euthanasia,1,0,5.0,0
18644,1,Return_to_owner,0,0,1.0,0
18645,0,Transfer,1,1,0.2,1
18646,1,Transfer,1,0,0.9,0
18647,1,Adoption,0,1,0.2,0
18648,1,Adoption,0,0,1.0,0
18649,0,Euthanasia,0,1,8.0,1
18650,1,Return_to_owner,0,1,10.0,0
18651,0,Transfer,1,1,0.1,1
18652,1,Transfer,0,0,1.0,0
18653,1,Adoption,1,0,0.2,0
18654,0,Transfer,1,1,1.0,1
18655,1,Adoption,1,0,0.2,0
18656,0,Transfer,0,0,1.0,1
18657,1,Adoption,1,1,11.0,0
18658,1,Transfer,1,1,0.1,1
18659,1,Transfer,1,0,0.3,0
18660,1,Adoption,0,1,0.8,0
18661,0,Transfer,1,0,0.0,1
18662,0,Transfer,0,1,5.0,1
18663,1,Adoption,1,1,0.2,0
18664,1,Adoption,1,0,0.3,0
18665,0,Transfer,0,1,0.1,0
18666,1,Return_to_owner,0,0,2.0,1
18667,1,Transfer,0,1,1.0,0
18668,1,Return_to_owner,0,0,2.0,0
18669,1,Adoption,1,0,0.2,0
18670,1,Adoption,1,1,1.0,0
18671,1,Adoption,1,1,0.2,0
18672,1,Adoption,0,0,3.0,0
18673,0,Transfer,1,1,0.1,1
18674,1,Transfer,0,0,0.6,0
18675,1,Adoption,1,1,1.0,0
18676,1,Return_to_owner,0,0,3.0,0
18677,1,Return_to_owner,1,0,2.0,0
18678,0,Euthanasia,0,1,4.0,1
18679,0,Adoption,0,1,1.0,0
18680,1,Return_to_owner,0,0,2.0,0
18681,0,Died,1,1,2.0,1
18682,1,Return_to_owner,0,0,3.0,0
18683,1,Return_to_owner,0,0,2.0,0
18684,0,Return_to_owner,1,1,1.0,1
18685,0,Transfer,0,1,1.0,0
18686,0,Transfer,1,-1,2.0,-1
18687,0,Adoption,0,1,1.0,0
18688,1,Adoption,0,0,1.0,0
18689,1,Adoption,0,1,0.3,0
18690,1,Return_to_owner,0,1,0.2,0
18691,1,Adoption,0,0,10.0,0
18692,1,Adoption,0,1,6.0,0
18693,1,Adoption,0,0,3.0,0
18694,1,Transfer,0,0,0.2,0
18695,1,Adoption,1,1,0.4,0
18696,1,Adoption,0,1,2.0,0
18697,1,Return_to_owner,0,0,3.0,0
18698,1,Adoption,0,1,1.0,0
18699,0,Transfer,1,0,0.3,1
18700,1,Adoption,1,0,0.2,0
18701,1,Adoption,0,1,0.2,1
18702,1,Transfer,1,1,0.8,0
18703,1,Adoption,0,0,10.0,0
18704,1,Return_to_owner,0,0,2.0,0
18705,1,Transfer,0,1,0.3,0
18706,1,Adoption,1,1,3.0,0
18707,1,Adoption,0,0,2.0,0
18708,0,Adoption,0,1,0.2,0
18709,0,Return_to_owner,0,0,2.0,1
18710,1,Adoption,0,1,0.4,0
18711,0,Transfer,0,1,6.0,1
18712,1,Adoption,0,1,0.3,0
18713,1,Transfer,1,0,0.1,1
18714,1,Return_to_owner,0,0,6.0,0
18715,0,Transfer,1,1,1.0,1
18716,0,Died,1,1,0.2,1
18717,1,Adoption,1,1,0.2,0
18718,0,Transfer,1,0,0.0,1
18719,1,Adoption,0,0,3.0,0
18720,1,Euthanasia,0,1,6.0,0
18721,1,Adoption,0,0,0.2,0
18722,1,Transfer,0,0,5.0,0
18723,1,Adoption,0,0,0.6,0
18724,0,Transfer,1,1,1.0,1
18725,1,Return_to_owner,0,1,10.0,0
18726,1,Adoption,0,1,2.0,0
18727,1,Return_to_owner,1,0,3.0,0
18728,0,Transfer,1,-1,0.0,-1
18729,1,Adoption,0,1,0.1,0
18730,1,Euthanasia,0,0,1.0,0
18731,0,Transfer,1,-1,0.0,-1
18732,1,Adoption,0,1,1.0,0
18733,1,Transfer,0,0,2.0,0
18734,1,Transfer,0,0,2.0,0
18735,1,Adoption,0,0,1.0,0
18736,1,Transfer,0,1,1.0,1
18737,0,Transfer,1,1,0.0,1
18738,1,Adoption,0,0,1.0,0
18739,1,Return_to_owner,0,0,1.0,0
18740,1,Return_to_owner,0,0,1.0,0
18741,0,Transfer,1,1,0.0,1
18742,1,Adoption,1,0,0.1,0
18743,1,Return_to_owner,0,0,2.0,0
18744,1,Adoption,0,1,1.0,0
18745,1,Transfer,0,0,1.0,0
18746,0,Adoption,0,0,0.2,0
18747,0,Transfer,0,1,0.3,1
18748,1,Transfer,1,0,0.4,1
18749,1,Return_to_owner,0,0,3.0,0
18750,1,Adoption,1,1,1.0,0
18751,1,Adoption,1,0,0.2,0
18752,1,Adoption,0,0,1.0,0
18753,1,Transfer,1,1,3.0,0
18754,1,Transfer,0,0,0.4,0
18755,1,Adoption,0,0,1.0,0
18756,1,Return_to_owner,0,0,15.0,1
18757,1,Adoption,0,0,2.0,0
18758,1,Adoption,1,1,0.2,0
18759,1,Transfer,0,1,4.0,0
18760,1,Return_to_owner,0,0,2.0,0
18761,1,Adoption,1,0,0.2,0
18762,1,Adoption,0,0,1.0,0
18763,1,Adoption,1,1,0.2,0
18764,0,Transfer,1,0,0.2,1
18765,1,Transfer,0,1,9.0,0
18766,1,Transfer,1,0,2.0,0
18767,1,Transfer,0,0,2.0,0
18768,1,Adoption,1,1,4.0,0
18769,1,Euthanasia,0,1,3.0,1
18770,0,Transfer,1,1,1.0,1
18771,1,Return_to_owner,0,0,16.0,0
18772,1,Transfer,1,1,0.1,1
18773,1,Adoption,0,1,0.7,0
18774,1,Adoption,1,1,0.2,0
18775,1,Died,1,1,0.1,1
18776,0,Euthanasia,0,0,0.0,1
18777,1,Transfer,0,1,6.0,0
18778,1,Transfer,0,0,1.0,0
18779,1,Adoption,1,1,2.0,0
18780,1,Return_to_owner,0,1,0.9,1
18781,0,Transfer,1,0,0.1,1
18782,1,Transfer,1,0,0.1,1
18783,1,Adoption,1,1,0.2,0
18784,1,Transfer,1,0,5.0,0
18785,1,Adoption,1,0,0.2,0
18786,1,Adoption,0,1,1.0,0
18787,1,Adoption,1,1,0.2,0
18788,0,Transfer,0,1,1.0,0
18789,1,Return_to_owner,0,0,1.0,0
18790,1,Adoption,1,1,0.2,0
18791,0,Transfer,1,1,1.0,1
18792,1,Adoption,0,1,3.0,0
18793,0,Adoption,0,1,4.0,0
18794,1,Adoption,1,0,0.2,0
18795,1,Return_to_owner,0,0,1.0,1
18796,1,Adoption,1,0,2.0,0
18797,1,Adoption,0,1,1.0,0
18798,1,Return_to_owner,0,0,2.0,1
18799,1,Return_to_owner,0,1,3.0,0
18800,1,Adoption,1,1,0.2,0
18801,0,Transfer,0,0,0.1,1
18802,1,Return_to_owner,1,1,4.0,0
18803,0,Euthanasia,1,1,6.0,1
18804,1,Adoption,1,1,15.0,0
18805,0,Transfer,1,1,0.0,1
18806,1,Return_to_owner,0,1,1.0,0
18807,1,Adoption,1,0,0.2,0
18808,0,Transfer,0,0,5.0,1
18809,1,Adoption,1,1,0.3,0
18810,1,Transfer,0,0,2.0,0
18811,1,Adoption,0,0,0.8,0
18812,1,Return_to_owner,0,1,3.0,0
18813,0,Adoption,0,0,0.7,0
18814,1,Transfer,0,1,3.0,0
18815,1,Return_to_owner,0,1,12.0,0
18816,1,Return_to_owner,0,0,8.0,0
18817,1,Adoption,0,0,10.0,0
18818,1,Adoption,0,1,1.0,0
18819,1,Adoption,1,1,0.2,0
18820,1,Return_to_owner,0,0,1.0,0
18821,1,Adoption,0,1,12.0,0
18822,1,Adoption,1,0,6.0,0
18823,1,Adoption,0,0,2.0,0
18824,1,Transfer,0,0,0.1,1
18825,1,Adoption,1,1,1.0,0
18826,1,Adoption,1,1,0.2,0
18827,0,Transfer,0,0,0.3,0
18828,1,Return_to_owner,1,1,10.0,0
18829,0,Transfer,1,-1,1.0,-1
18830,1,Transfer,0,1,5.0,0
18831,1,Adoption,1,1,0.2,0
18832,1,Euthanasia,0,1,4.0,0
18833,1,Adoption,1,0,0.2,0
18834,1,Return_to_owner,0,0,1.0,0
18835,1,Transfer,0,0,1.0,0
18836,0,Transfer,1,0,0.0,1
18837,1,Return_to_owner,1,0,3.0,0
18838,1,Return_to_owner,0,1,0.6,1
18839,0,Adoption,0,1,0.2,0
18840,1,Return_to_owner,1,1,1.0,0
18841,1,Return_to_owner,0,0,9.0,0
18842,1,Adoption,0,1,5.0,0
18843,1,Return_to_owner,0,0,1.0,0
18844,0,Transfer,1,1,0.0,1
18845,0,Adoption,1,0,0.2,0
18846,1,Adoption,0,0,0.2,0
18847,1,Euthanasia,0,1,3.0,0
18848,1,Adoption,1,1,0.2,0
18849,0,Transfer,1,0,0.1,1
18850,1,Return_to_owner,0,0,5.0,0
18851,0,Adoption,0,0,0.2,0
18852,1,Adoption,0,1,1.0,0
18853,1,Return_to_owner,0,0,5.0,0
18854,1,Return_to_owner,0,0,2.0,0
18855,1,Adoption,1,1,0.2,0
18856,1,Adoption,1,0,0.2,0
18857,1,Return_to_owner,0,1,18.0,0
18858,0,Adoption,0,0,0.7,0
18859,1,Transfer,0,0,1.0,1
18860,1,Adoption,0,1,1.0,0
18861,1,Transfer,0,1,0.2,0
18862,1,Return_to_owner,0,0,4.0,0
18863,0,Adoption,0,0,0.2,0
18864,1,Return_to_owner,0,0,3.0,0
18865,0,Adoption,0,1,1.0,0
18866,1,Adoption,0,1,0.5,0
18867,0,Transfer,1,-1,0.0,-1
18868,1,Adoption,1,1,3.0,0
18869,1,Euthanasia,0,0,6.0,1
18870,1,Adoption,0,0,2.0,0
18871,0,Transfer,1,0,0.1,1
18872,1,Adoption,1,1,0.6,0
18873,0,Transfer,1,0,0.1,1
18874,1,Transfer,1,0,5.0,0
18875,1,Adoption,0,1,1.0,0
18876,1,Return_to_owner,0,0,2.0,1
18877,1,Adoption,1,1,0.2,0
18878,0,Transfer,1,0,0.1,1
18879,1,Transfer,1,1,2.0,0
18880,1,Return_to_owner,0,0,6.0,0
18881,0,Transfer,0,-1,0.0,-1
18882,1,Adoption,0,0,1.0,0
18883,1,Transfer,1,0,1.0,0
18884,1,Adoption,0,0,1.0,0
18885,0,Transfer,1,1,2.0,1
18886,1,Euthanasia,0,0,2.0,1
18887,1,Return_to_owner,1,0,1.0,0
18888,1,Transfer,0,0,7.0,0
18889,0,Transfer,0,0,3.0,1
18890,1,Return_to_owner,0,1,0.6,1
18891,0,Transfer,0,1,0.0,1
18892,0,Euthanasia,1,0,5.0,1
18893,0,Transfer,1,-1,0.0,-1
18894,0,Adoption,0,0,0.2,0
18895,0,Adoption,0,0,3.0,0
18896,1,Transfer,0,0,5.0,0
18897,1,Transfer,0,0,0.8,1
18898,1,Adoption,0,1,0.3,0
18899,1,Adoption,1,1,4.0,0
18900,0,Adoption,0,1,0.8,0
18901,1,Transfer,1,1,5.0,0
18902,1,Adoption,0,0,4.0,0
18903,1,Adoption,1,0,0.2,0
18904,1,Transfer,0,0,1.0,0
18905,1,Adoption,0,1,6.0,0
18906,1,Return_to_owner,0,1,0.7,0
18907,1,Adoption,0,1,12.0,0
18908,1,Adoption,0,0,1.0,0
18909,1,Adoption,0,1,0.1,0
18910,1,Adoption,0,0,0.8,0
18911,0,Adoption,0,1,6.0,0
18912,1,Adoption,1,1,0.2,0
18913,1,Adoption,0,1,2.0,0
18914,1,Adoption,1,1,0.2,0
18915,1,Adoption,0,1,1.0,0
18916,1,Transfer,1,1,1.0,0
18917,0,Adoption,0,0,0.2,0
18918,1,Transfer,0,1,0.2,1
18919,1,Adoption,0,1,0.2,0
18920,1,Transfer,0,0,10.0,0
18921,1,Return_to_owner,0,0,8.0,0
18922,0,Euthanasia,0,0,2.0,1
18923,1,Adoption,1,0,0.2,0
18924,1,Return_to_owner,0,1,1.0,0
18925,1,Return_to_owner,0,0,8.0,0
18926,0,Adoption,0,1,0.3,0
18927,1,Return_to_owner,0,0,2.0,0
18928,1,Euthanasia,0,1,2.0,0
18929,1,Transfer,1,0,0.1,1
18930,1,Adoption,0,0,2.0,0
18931,1,Transfer,0,1,3.0,0
18932,1,Transfer,0,0,1.0,0
18933,0,Transfer,1,0,4.0,0
18934,1,Return_to_owner,0,1,13.0,1
18935,1,Return_to_owner,0,1,6.0,0
18936,0,Adoption,0,1,0.2,0
18937,0,Transfer,1,1,0.1,1
18938,1,Adoption,0,1,3.0,0
18939,1,Adoption,0,0,1.0,0
18940,1,Adoption,0,0,2.0,0
18941,0,Euthanasia,1,1,2.0,0
18942,1,Adoption,0,0,1.0,0
18943,1,Adoption,1,0,0.2,0
18944,1,Adoption,0,0,1.0,0
18945,0,Transfer,1,-1,0.1,-1
18946,0,Adoption,0,1,0.8,0
18947,0,Adoption,0,1,1.0,0
18948,1,Transfer,0,0,10.0,1
18949,1,Adoption,1,0,0.2,0
18950,1,Adoption,1,0,0.2,0
18951,1,Adoption,0,1,8.0,0
18952,1,Return_to_owner,0,0,4.0,0
18953,1,Euthanasia,0,0,4.0,1
18954,1,Return_to_owner,0,0,1.0,0
18955,1,Transfer,1,0,8.0,0
18956,0,Transfer,1,1,0.1,1
18957,1,Adoption,1,0,0.2,0
18958,0,Euthanasia,1,-1,0.1,-1
18959,1,Transfer,0,1,1.0,0
18960,1,Transfer,0,0,1.0,0
18961,1,Adoption,0,1,0.4,0
18962,1,Adoption,1,0,0.2,0
18963,1,Adoption,1,0,0.2,0
18964,1,Adoption,0,0,6.0,0
18965,0,Transfer,0,0,2.0,1
18966,1,Transfer,0,1,0.5,1
18967,0,Transfer,1,1,0.0,1
18968,1,Return_to_owner,0,0,12.0,0
18969,0,Return_to_owner,0,0,1.0,0
18970,0,Transfer,1,0,0.1,1
18971,0,Transfer,1,1,1.0,1
18972,1,Return_to_owner,0,0,0.8,0
18973,1,Adoption,0,0,3.0,0
18974,1,Adoption,0,1,3.0,0
18975,0,Transfer,1,1,2.0,1
18976,1,Transfer,0,0,2.0,0
18977,1,Transfer,0,0,2.0,0
18978,1,Adoption,0,1,4.0,0
18979,1,Return_to_owner,0,0,2.0,0
18980,0,Transfer,1,0,0.1,1
18981,1,Return_to_owner,0,0,3.0,0
18982,0,Transfer,1,0,3.0,1
18983,0,Euthanasia,1,0,0.2,1
18984,1,Transfer,1,0,2.0,0
18985,1,Adoption,1,0,1.0,0
18986,1,Transfer,1,1,1.0,0
18987,1,Adoption,1,0,0.3,0
18988,0,Transfer,1,-1,0.0,-1
18989,0,Euthanasia,1,1,3.0,1
18990,0,Transfer,1,1,1.0,1
18991,1,Transfer,0,0,0.6,0
18992,0,Transfer,1,-1,0.3,-1
18993,0,Adoption,1,1,0.2,0
18994,1,Transfer,1,0,6.0,0
18995,1,Transfer,0,1,3.0,1
18996,0,Adoption,1,1,0.2,0
18997,1,Transfer,0,1,2.0,0
18998,0,Transfer,0,0,5.0,1
18999,1,Adoption,0,1,7.0,0
19000,1,Adoption,1,1,0.2,1
19001,1,Adoption,1,1,2.0,0
19002,1,Adoption,0,0,1.0,0
19003,1,Adoption,1,1,0.2,0
19004,1,Return_to_owner,0,0,1.0,0
19005,1,Euthanasia,0,1,15.0,0
19006,0,Adoption,0,1,0.2,0
19007,1,Euthanasia,0,-1,14.0,-1
19008,1,Return_to_owner,1,0,0.4,0
19009,1,Adoption,1,0,0.2,0
19010,0,Euthanasia,1,0,1.0,1
19011,0,Adoption,0,1,2.0,0
19012,1,Adoption,0,0,0.6,0
19013,0,Transfer,0,0,12.0,0
19014,1,Euthanasia,0,0,1.0,1
19015,1,Adoption,0,0,0.8,0
19016,0,Transfer,1,1,2.0,1
19017,1,Return_to_owner,0,1,1.0,1
19018,1,Return_to_owner,0,0,4.0,0
19019,1,Adoption,0,0,7.0,0
19020,0,Adoption,0,1,2.0,0
19021,0,Transfer,1,0,1.0,1
19022,0,Euthanasia,0,1,1.0,1
19023,1,Adoption,0,1,0.4,0
19024,1,Transfer,1,0,3.0,0
19025,1,Adoption,1,0,0.2,0
19026,0,Transfer,0,0,0.3,0
19027,0,Transfer,1,0,0.1,1
19028,1,Transfer,0,0,0.2,1
19029,1,Adoption,0,0,2.0,0
19030,1,Adoption,0,0,1.0,0
19031,1,Transfer,0,0,5.0,0
19032,1,Transfer,1,1,10.0,0
19033,1,Return_to_owner,0,1,4.0,0
19034,1,Adoption,0,1,2.0,0
19035,1,Return_to_owner,0,0,2.0,0
19036,1,Adoption,0,0,0.2,0
19037,1,Adoption,0,1,1.0,0
19038,1,Return_to_owner,0,0,1.0,0
19039,1,Return_to_owner,0,0,13.0,0
19040,1,Adoption,1,0,0.2,0
19041,1,Adoption,1,1,0.2,0
19042,1,Adoption,0,0,7.0,0
19043,0,Transfer,1,0,0.5,1
19044,1,Transfer,0,0,3.0,0
19045,1,Adoption,0,1,0.3,0
19046,1,Adoption,0,0,2.0,0
19047,1,Transfer,0,0,2.0,1
19048,0,Transfer,1,0,0.2,1
19049,1,Return_to_owner,0,1,2.0,0
19050,1,Adoption,0,0,1.0,0
19051,1,Adoption,0,1,4.0,0
19052,1,Return_to_owner,0,0,2.0,0
19053,0,Adoption,0,1,0.2,0
19054,1,Return_to_owner,1,1,0.8,0
19055,1,Transfer,1,1,0.5,1
19056,1,Transfer,0,0,0.5,1
19057,0,Euthanasia,1,-1,0.3,-1
19058,1,Euthanasia,0,1,6.0,1
19059,1,Adoption,0,1,0.4,0
19060,0,Died,0,1,2.0,1
19061,1,Return_to_owner,0,0,3.0,0
19062,1,Return_to_owner,0,1,14.0,0
19063,1,Transfer,0,1,2.0,1
19064,1,Transfer,0,0,1.0,0
19065,1,Adoption,0,0,8.0,0
19066,1,Return_to_owner,0,1,7.0,0
19067,0,Adoption,1,0,0.2,0
19068,0,Transfer,1,1,2.0,1
19069,0,Transfer,1,0,0.1,1
19070,0,Adoption,0,1,0.1,0
19071,0,Adoption,1,1,0.2,0
19072,1,Adoption,0,0,3.0,0
19073,1,Return_to_owner,0,1,3.0,0
19074,0,Transfer,1,1,0.1,1
19075,1,Adoption,0,0,0.1,0
19076,1,Adoption,1,0,0.2,0
19077,0,Transfer,1,-1,0.0,-1
19078,0,Euthanasia,0,0,13.0,0
19079,1,Return_to_owner,1,1,1.0,0
19080,0,Transfer,1,-1,3.0,-1
19081,1,Adoption,0,0,0.9,0
19082,1,Adoption,0,0,0.2,0
19083,1,Transfer,0,0,3.0,0
19084,1,Adoption,0,0,0.7,0
19085,0,Transfer,1,1,0.1,1
19086,0,Adoption,0,0,0.2,0
19087,1,Return_to_owner,0,0,6.0,0
19088,1,Adoption,0,1,0.2,0
19089,1,Transfer,1,0,0.1,1
19090,1,Adoption,0,0,1.0,0
19091,1,Transfer,0,0,0.2,1
19092,1,Return_to_owner,0,1,10.0,0
19093,0,Euthanasia,1,0,2.0,1
19094,1,Return_to_owner,0,0,10.0,0
19095,1,Adoption,1,0,3.0,0
19096,0,Transfer,0,1,2.0,0
19097,0,Transfer,1,1,0.0,1
19098,0,Transfer,1,1,0.1,1
19099,0,Adoption,0,0,0.1,0
19100,0,Died,1,0,0.1,1
19101,0,Euthanasia,0,1,1.0,1
19102,1,Return_to_owner,0,1,2.0,1
19103,1,Transfer,1,1,2.0,0
19104,1,Adoption,1,0,0.2,0
19105,1,Transfer,0,0,2.0,0
19106,1,Adoption,0,1,6.0,0
19107,1,Transfer,1,0,0.2,0
19108,1,Return_to_owner,1,1,3.0,0
19109,0,Adoption,0,1,2.0,0
19110,1,Adoption,1,1,2.0,0
19111,1,Adoption,0,0,3.0,0
19112,1,Return_to_owner,0,0,12.0,1
19113,1,Return_to_owner,0,0,2.0,0
19114,1,Return_to_owner,0,0,0.2,0
19115,1,Adoption,0,1,3.0,0
19116,0,Transfer,1,0,3.0,1
19117,1,Transfer,0,1,6.0,0
19118,1,Adoption,0,0,0.7,0
19119,0,Transfer,1,0,1.0,1
19120,1,Adoption,0,0,4.0,0
19121,1,Adoption,0,0,0.8,0
19122,0,Transfer,1,0,1.0,0
19123,1,Transfer,0,1,4.0,1
19124,1,Transfer,1,0,9.0,0
19125,1,Euthanasia,1,-1,3.0,-1
19126,1,Adoption,0,0,6.0,0
19127,1,Adoption,0,1,3.0,0
19128,1,Transfer,0,0,1.0,0
19129,0,Adoption,0,1,0.8,0
19130,0,Transfer,0,1,0.2,1
19131,1,Adoption,0,0,4.0,0
19132,1,Return_to_owner,1,0,13.0,0
19133,1,Return_to_owner,0,0,6.0,0
19134,1,Adoption,0,0,3.0,0
19135,1,Adoption,0,0,7.0,0
19136,0,Transfer,1,1,0.8,1
19137,0,Transfer,1,0,0.4,1
19138,1,Euthanasia,0,0,2.0,1
19139,1,Transfer,0,1,0.2,0
19140,0,Transfer,1,1,2.0,1
19141,0,Transfer,1,1,0.0,1
19142,0,Adoption,0,1,0.2,0
19143,0,Transfer,0,1,2.0,1
19144,0,Euthanasia,0,1,2.0,1
19145,1,Return_to_owner,0,0,11.0,0
19146,0,Euthanasia,1,1,7.0,1
19147,0,Transfer,1,0,0.2,1
19148,1,Return_to_owner,0,0,4.0,0
19149,0,Transfer,1,1,1.0,1
19150,0,Adoption,1,0,0.2,0
19151,1,Transfer,0,1,4.0,0
19152,0,Adoption,0,0,2.0,0
19153,1,Transfer,1,0,1.0,0
19154,1,Adoption,0,0,1.0,0
19155,1,Adoption,1,0,0.4,0
19156,1,Return_to_owner,1,0,1.0,0
19157,1,Return_to_owner,0,0,10.0,0
19158,1,Transfer,1,1,3.0,0
19159,1,Transfer,0,0,4.0,0
19160,0,Transfer,1,-1,0.8,-1
19161,1,Adoption,1,1,0.4,1
19162,1,Adoption,0,1,2.0,0
19163,1,Adoption,0,0,2.0,0
19164,1,Adoption,0,0,2.0,0
19165,0,Adoption,1,0,4.0,0
19166,1,Adoption,0,0,2.0,0
19167,1,Transfer,1,-1,1.0,-1
19168,1,Return_to_owner,0,0,4.0,0
19169,1,Adoption,0,1,2.0,0
19170,1,Transfer,0,0,1.0,0
19171,1,Adoption,0,1,1.0,0
19172,1,Transfer,0,0,3.0,0
19173,1,Transfer,1,0,0.1,1
19174,1,Adoption,1,0,3.0,0
19175,1,Adoption,0,0,10.0,0
19176,0,Transfer,0,0,6.0,0
19177,1,Return_to_owner,0,1,5.0,0
19178,1,Transfer,1,1,2.0,1
19179,1,Adoption,1,1,0.2,0
19180,1,Adoption,1,0,0.2,0
19181,0,Adoption,0,1,0.8,0
19182,1,Adoption,1,1,4.0,0
19183,0,Transfer,1,1,0.0,1
19184,1,Adoption,0,1,0.2,0
19185,1,Return_to_owner,0,1,1.0,0
19186,1,Return_to_owner,0,0,10.0,0
19187,0,Euthanasia,1,1,3.0,0
19188,1,Transfer,0,0,4.0,0
19189,1,Return_to_owner,0,1,10.0,1
19190,0,Euthanasia,1,1,8.0,1
19191,1,Return_to_owner,1,0,2.0,0
19192,0,Euthanasia,0,0,6.0,1
19193,0,Transfer,1,-1,0.8,-1
19194,1,Return_to_owner,0,0,0.1,1
19195,1,Return_to_owner,0,0,13.0,1
19196,1,Return_to_owner,0,0,2.0,0
19197,1,Transfer,1,0,1.0,0
19198,0,Transfer,1,0,0.1,1
19199,1,Adoption,0,1,1.0,0
19200,1,Adoption,0,1,0.1,0
19201,1,Adoption,1,1,0.4,0
19202,0,Transfer,1,1,1.0,1
19203,0,Transfer,1,-1,0.0,-1
19204,0,Euthanasia,0,0,1.0,1
19205,0,Euthanasia,1,1,1.0,1
19206,1,Adoption,0,0,1.0,0
19207,0,Adoption,1,1,0.2,0
19208,0,Adoption,1,1,0.6,0
19209,0,Transfer,1,-1,0.0,-1
19210,0,Transfer,0,1,4.0,1
19211,1,Transfer,0,0,2.0,0
19212,0,Transfer,1,1,0.4,1
19213,0,Transfer,1,0,1.0,1
19214,0,Adoption,1,1,1.0,0
19215,0,Transfer,0,0,0.1,1
19216,1,Adoption,0,1,2.0,0
19217,1,Adoption,0,0,0.2,0
19218,1,Transfer,0,1,0.7,1
19219,1,Return_to_owner,0,0,3.0,0
19220,1,Return_to_owner,0,0,1.0,0
19221,1,Adoption,0,0,1.0,0
19222,1,Return_to_owner,0,1,14.0,0
19223,1,Adoption,0,1,5.0,0
19224,1,Adoption,0,0,2.0,0
19225,1,Adoption,0,0,3.0,0
19226,1,Adoption,1,0,0.2,0
19227,0,Transfer,1,0,0.2,1
19228,1,Transfer,1,0,5.0,0
19229,1,Adoption,0,1,9.0,0
19230,1,Euthanasia,0,1,14.0,1
19231,1,Return_to_owner,0,1,2.0,0
19232,1,Adoption,1,0,1.0,0
